File Name	Genotype
A_Greylag_goose_England_032698_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Greylag_goose_England_033100_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Greylag_goose_England_054503_2021.fa	A5
A_greylag_goose_England_108485_2021.fa	Not assigned: No Matching Genotypes
A_Greylag_goose_England_108622_2021.fa	A5
A_Greylag_goose_England_118319_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_England_119911_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_England_119927_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_England_120308_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_England_120485_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Greylag_Goose_England_120696_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_England_123200_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_England_125886_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Greylag_Goose_England_175256_2022.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Greylag_goose_England_247696_2022.fa	A5
A_greylag_goose_England_255248_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_England_312865_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_England_316980_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_England_321390_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_England_334954_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_England_395808_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_England_396600_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Germany-NI_AR11353-L02142_2016.fa	Not assigned: Only 1 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Germany-NI_AR1395-L02144_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Germany-NI_AR703-L02138_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Germany-SH_AI02207_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Germany-SH_AI06144_2021.fa	Not assigned: No Matching Genotypes
A_greylag_goose_Germany-SH_AI06205_2021.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Germany-SH_AR1609-L03307_2017.fa	Not assigned: Only 1 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Germany-SH_AR1803-L03310_2017.fa	Not assigned: Only 1 segments >98.0% match found of total 8 segments in input file
A_Greylag_goose_Hunan_1_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Greylag_goose_Hungary_1941_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Greylag_goose_Hungary_320_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Ireland_032969_22VIR1325-6_2021.fa	A5
A_greylag_goose_Ireland_033062_22VIR1325-7_2021.fa	A5
A_Greylag_goose_Isle_of_Man_010298_2022.fa	A5
A_greylag_goose_Italy_20VIR7660-6_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Greylag_goose_Luxembourg_21217773_2021.fa	Not assigned: No Matching Genotypes
A_Greylag_Goose_Netherlands_10_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Greylag_Goose_Netherlands_11_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Greylag_Goose_Netherlands_1_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Greylag_Goose_Netherlands_13_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Greylag_Goose_Netherlands_14_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Greylag_Goose_Netherlands_15_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Greylag_Goose_Netherlands_16_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Greylag_Goose_Netherlands_17_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_20016414-001_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_20016494-001_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_20016523-001_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_20016582-004_2020.fa	Not assigned: No Matching Genotypes
A_greylag_goose_Netherlands_20016756-001_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_20016877-001_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_20016879-001_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_20016896-001_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_20016975-004_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_20017058-002_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_20017064-002_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_20017256-002_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_20017386-001_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_20017399-006_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_20017476-001_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_20018070-002_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_20019685-002_2020.fa	Not assigned: No Matching Genotypes
A_greylag_goose_Netherlands_21037497-001_2021.fa	Not assigned: No Matching Genotypes
A_greylag_goose_Netherlands_21037809-001_2021.fa	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_21037883-001_2021.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_21038036-002_2021.fa	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_21038037-001_2021.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_21038252-001_2021.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_21038253-001_2021.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_21038417-001_2021.fa	Not assigned: No Matching Genotypes
A_greylag_goose_Netherlands_21038565-002_2021.fa	Not assigned: No Matching Genotypes
A_greylag_goose_Netherlands_21038567-002_2021.fa	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_21038570-002_2021.fa	Not assigned: No Matching Genotypes
A_greylag_goose_Netherlands_21038942-001_2021.fa	Not assigned: No Matching Genotypes
A_greylag_goose_Netherlands_21039376-001_2021.fa	Not assigned: No Matching Genotypes
A_greylag_goose_Netherlands_21039525-001_2021.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_21039746-002_2021.fa	Not assigned: No Matching Genotypes
A_greylag_goose_Netherlands_22005844-002_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Netherlands_22006190-002_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose__Netherlands_22006859-001_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Greylag_Goose_Netherlands_4_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Greylag_Goose_Netherlands_5_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Greylag_Goose_Netherlands_6_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Greylag_Goose_Netherlands_7_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Greylag_Goose_Netherlands_8_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Greylag_Goose_Netherlands_9_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Northern_Ireland_17077_2021.fa	Not assigned: No Matching Genotypes
A_greylag_goose_Northern_Ireland_17795_2021.fa	A5
A_greylag_goose_Norway_V294_21VIR7634-1_2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Poland_MB503_21RS3290-18_2021.fa	Not assigned: No Matching Genotypes
A_Greylag_Goose_Scotland_015635_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Greylag_goose_Scotland_024915_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Scotland_168361_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Greylag_goose_Sweden_SVA210209SZ0422_KN000346_2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Greylag_goose_Sweden_SVA210324SZ0403_FB001169_N-2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_greylag_goose__Sweden_SVA211103SZ0398_FB004410_M-2021.fa	Not assigned: No Matching Genotypes
A_greylag_goose__Sweden_SVA211111SZ0376_FB004497_M-2021.fa	A3
A_greylag_goose__Sweden_SVA211118SZ0354_FB004497_I-2021.fa	Not assigned: No Matching Genotypes
A_Greylag_goose_Sweden_SVA220308SZ0382_FB000559_M-2022.fa	A5
A_greylag_goose_Wales_122829_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_greylag_goose_Wales_126264_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Grey_seal_361-10_BalticPL_16.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_grey_seal_Germany-SH_AI01973_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_grey_seal_Netherlands_302579_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_grey_seal_Netherlands_302603_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_grey_seal_Netherlands_30448_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_grey_teal_Victoria_17-0997-462_2017.fa	Not assigned: Only 1 segments >98.0% match found of total 8 segments in input file
A_Gs_HK_739.2_02.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Gs_Thailand_79_2004.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_guanay_cormorant_Peru_CAL-INS-009_2023.fa	B3.2
A_guanay_cormorant_Peru_PIU-024_2022.fa	B3.2
A_Guanay_cormorant_Peru_PIU-SER024_2022.fa	B3.2
A_Guangdong_1_2006.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Guangdong_1_2008.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Guangdong_18SF020_2018-09-30.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Guangdong_2_2006.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Guangdong_99710_2014.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Guangdong_lgf_2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A__Guangdong__SZ872_2015?H5N6?.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A__Guangdong__ZQ874_2015?H5N6?.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Guangxi_1_2008.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Guangxi_1_2009.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Guangxi_13486_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Guangxi_31906_2018.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Guangxi_32797_2018.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Guangxi_55726_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Guangzhou_39715_2014.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Guillemot_Scotland_096069_2023.fa	Not assigned: Only 3 segments >98.0% match found of total 8 segments in input file
A_Guillemot_Wales_402680_2023.fa	Not assigned: Only 3 segments >98.0% match found of total 8 segments in input file
A_Guillemot_Wales_402694_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Guillemot_Wales_402696_2023.fa	Not assigned: Only 1 segments >98.0% match found of total 8 segments in input file
A_Guinea_fowl_Belgium_6102_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_guineafowl_Czech_Republic_1600-1_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_guineafowl_Czech_Republic_1600-2_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_guinea_fowl_Czech_Republic_7531-2orig_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_guinea_fowl_Czech_Republic_7531-4_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_guinea_fowl_Czech_Republic_7531-5_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_guinea_fowl_England_049422_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Guinea_Fowl_England_127733_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_guinea_fowl_Estonia_TA2104719_21VIR7512-9_2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_guinea_fowl_France_150207n_2015.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_guineafowl_France_150223_2015.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_guineafowl_France_160009_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_guineafowl_France_170409_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_guinea_fowl_Germany-NW_AI01184_2020.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_GuineaFowl_Hungary_596_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_guinea_fowl_Italy_10VIR-218-134_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Guinea_fowl_Italy_21VIR10216_2021.fa	Not assigned: No Matching Genotypes
A_Guinea_fowl_Italy_21VIR10231_2021.fa	Not assigned: No Matching Genotypes
A_guinea_fowl_Italy_21VIR10351_2021.fa	Not assigned: No Matching Genotypes
A_guinea_fowl_Italy_21VIR11298_2021.fa	Not assigned: No Matching Genotypes
A_guinea_fowl_Italy_21VIR11383-1_2021.fa	Not assigned: No Matching Genotypes
A_guinea_fowl_Italy_21VIR1293-20_2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_guinea_fowl_Italy_22VIR12135-1_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_guinea_fowl_Italy_22VIR205-4_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Guinea_Fowl_Landes_129_2015.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Guineafowl_Netherlands_17017775-020-024_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_guinea_fowl_Nigeria_OG-GF11T_19VIR8424-7_2019_H5N8.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_guinea_fowl_Nigeria_OG-GF11T_19VIR8424-7_2019H5N8.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_guineafowl_Scotland_054471_2021.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Guinea_fowl_Shantou_1341_2006.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_guinea_fowl_Wales_146571_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_guinea_fowl_Yangon_834_2007.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Guizhou_1_2009.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Guizhou_1_2013.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Gull10_NL-Marker_Wadden_16014466-014_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Gull1_NL-Marker_Wadden_16014466-011_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_gull-billed_tern_Spain_2645-12-2023_23VIR6502-14_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_gull-billed_tern_Spain_2681-21-2023_23VIR6502-17_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_gull-billed_tern_Spain_2681-23-2023_23VIR6502-18_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_gull-billed_tern_Spain_2740-28-2023_23VIR6502-24_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Gull_Chile_7023-2_2022.fa	B3.2
A_Gull_Chile_7023-3_2022.fa	B3.2
A_gull_Dagestan_397-2_2021.fa	Not assigned: No Matching Genotypes
A_gull_Denmark_18577-1_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_gull_Estonia_TA2113284-4_21VIR7512-8_2021.fa	Not assigned: No Matching Genotypes
A_gull_France_161176_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_gull_France_22P015977_2022.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_gull_Germany-NI_R45_2015.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_gull_Netherlands_21039180-002_2021.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Gull_NL-Marker_Wadden_16014466-020_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_gull_Peru_LIM-INS-006_2023.fa	B3.2
A_Gull_Scotland_060376_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_gull_Scotland_087342_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_gull_Scotland_094785_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_gull_Switzerland-Luzern_230119_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_GX-guilin_11151_2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_GX-hechi_01_2021.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Gypaetus_barbatus_Spain_1878-9_22VIR6312-18_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Gypaetus_barbatus_Spain_1956-25_22VIR6312-19_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Hangzhou_01_2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_harbor_seal_Washington_23-027069-002-original_2023.fa	B3.2
A_harbour_porpoise_England_040497_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_harbour_seal_Scotland_054948_2022.fa	Not assigned: No Matching Genotypes
A_Harbour_Seal_Scotland_162919_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Harbour_Seal_Scotland_162925_2022.fa	Not assigned: No Matching Genotypes
A_Harris_Hawk_Hungary_120_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Harris_hawk_Hungary_2762a_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Harris_hawk_Hungary_2762b_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Harris_Hawk_Scotland_014071_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Hawaiian_goose_Germany-RP_AI00856_2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Hawaiian_goose_Italy_22VIR9126-7_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_hawk_Italy_22VIR428-5_2022.fa	Not assigned: No Matching Genotypes
A_hawk_Italy_22VIR428-7_2022.fa	Not assigned: No Matching Genotypes
A_hawk_Poland_003_2020.fa	Not assigned: Only 1 segments >98.0% match found of total 8 segments in input file
A_hawk_Poland_937-138V08_2006.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_hawk_Poland_MB544_2021.fa	Not assigned: No Matching Genotypes
A_hawk_Romania_10363_21VIR2593-11_2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_hen_Bulgaria_722-1_22VIR778-1_2021.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_hen_Bulgaria_757-6_22VIR778-7_2021.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_hen_Bulgaria_854-1_22VIR778-10_2021.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_hering_gull_Austria_23006560-001_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_heron_Austria_23025431-001_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_heron_Cambodia_TM068_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_heron_Guangdong_C1_2013.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_heron_Italy_21VIR10998-1_2021.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_heron_Italy_22VIR1562_2022.fa	Not assigned: No Matching Genotypes
A_heron_Switzerland-Basel_230080_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_heron_Taiwan_17DB0001_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_herring_gull_England_089426_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_herring_gull_England_089428_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_herring_gull_England_092799_2023.fa	Not assigned: Only 3 segments >98.0% match found of total 8 segments in input file
A_Herring_Gull_England_260576_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_herring_gull_England_324803_2022.fa	Not assigned: Only 3 segments >98.0% match found of total 8 segments in input file
A_Herring_Gull_England_328375_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Herring_Gull_England_331010_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_herring_gull_Germany-HH_AI02182_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_herring_gull_Germany-MV_AI02300_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_herring_gull_Germany-SH_AI06141_2021.fa	Not assigned: No Matching Genotypes
A_Herring_Gull_Hubei_CH-i149_2017H5N8.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_herring_gull_Ireland_033533_22VIR1325-10_2021.fa	A5
A_herring_gull_Italy_22VIR1710-3_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_herring_gull_Mongolia_833T2_2009.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Herring_Gull_Netherlands_1_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Herring_Gull_Netherlands_1_2021.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Herring_Gull_Netherlands_2_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Herring_Gull_Netherlands_3_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_herring_gull_Poland_84_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_herring_gull_Poland_MB138_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_herring_gull_Poland_MB82B_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_herring_gull_Scotland_095035_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Herring_Gull_Scotland_101845_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_herring_gull_Scotland_329444_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Herring_gull_Wales_054692_2021.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Herring_Gull_Wales_402315_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_hill_myna_Heilongjiang_0704_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Hoabara_Dubai_2455.5_2014.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Holland_pigeon_Riyadh_AI3_2017.fa	Not assigned: Only 1 segments >98.0% match found of total 8 segments in input file
A_Hong_Kong_213_03.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Hong_Kong_378.1_2001.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Hong_Kong_485_1997.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Hong_Kong_485_97.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Hong_Kong_486_97.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Hong_Kong_491_97.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Hong_Kong_503_97.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Hong_Kong_507_97.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Hong_Kong_514_97.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Hong_Kong_5923_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Hong_Kong_6841_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_hooded_crane_Kagoshima_110214-3_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_hooded_crane_Kagoshima_1_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_hooded_crane_Kagoshima_2_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_hooded_crane_Kagoshima_4612J001_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_hooded_crane_Kagoshima_4612J003_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_hooded_crane_Kagoshima_4612J004_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_hooded_crane_Kagoshima_4612J008_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
